id,type,date_created,date_created_full,reply_count,retweet_count,like_count,media,full_text,link
1721849961242054867,tweet,2023-11-07,Tue Nov 07 11:19:55 +0000 2023,9,25,359,"https://pbs.twimg.com/media/F-U9aZ3aAAAtgaW.jpg
https://pbs.twimg.com/media/F-U9aZ7awAAemAR.jpg","これ下書きいれっぱでツイートするの忘れてた！

マイレージラブツアー初日の写真✈️
ありがとうございます\( ˙▿˙ )/ ",https://x.com/yamasaki_nana/status/1721849961242054867
1721504897659809871,tweet,2023-11-06,Mon Nov 06 12:28:46 +0000 2023,3,5,98,,"11/11(土) #虹コン食欲ツアー 大阪のゲネしてきた！
いっぱい動いた〜〜〜
みんなに会えるの楽しみだよう(´；ω；｀)",https://x.com/yamasaki_nana/status/1721504897659809871
1721105248687894683,tweet,2023-11-05,Sun Nov 05 10:00:42 +0000 2023,5,2,58,,"チェキチャありがとーーー😭
みんなとこうやってお話するの楽しくて好きだからうれしいよう、またお話しようね( ˶  ᷇ 𖥦  ᷆ ˵ )",https://x.com/yamasaki_nana/status/1721105248687894683
1720802157056954466,tweet,2023-11-04,Sat Nov 04 13:56:19 +0000 2023,18,25,391,"https://pbs.twimg.com/media/F-GEb9daMAA9ilW.jpg
https://pbs.twimg.com/media/F-GEb9XawAAKMqb.jpg","みんないつもありがとうだよ
ずっとずっと大好き！
#いい推しの日 ",https://x.com/yamasaki_nana/status/1720802157056954466
1720800617437028703,tweet,2023-11-04,Sat Nov 04 13:50:12 +0000 2023,3,16,232,,"#ヨナフェス ありがとうございました！
ずーちゃんのカチューシャをお借りしました♡ずーちゃんありがとう( ´͈ ᵕ `͈ )
鷲崎さんお誕生日おめでとうございます！！お祝いできて嬉しかったです💪",https://x.com/yamasaki_nana/status/1720800617437028703
1720637264718630984,tweet,2023-11-04,Sat Nov 04 03:01:06 +0000 2023,3,1,75,,おはー！本日はLINECUBE渋谷にてヨナフェス！久々のライブー！たのしみ🥰💪,https://x.com/yamasaki_nana/status/1720637264718630984
1719690135019917545,tweet,2023-11-01,Wed Nov 01 12:17:33 +0000 2023,4,3,90,,"#コレラジ ありがとうございましたー！
11月になったけど、まだあったかい！
次回は11/29 いいにくの日🥩
焼肉のお金残しておかなきゃ！ぜひお聞きください！",https://x.com/yamasaki_nana/status/1719690135019917545
1719324261138289124,tweet,2023-10-31,Tue Oct 31 12:03:42 +0000 2023,20,40,578,"https://pbs.twimg.com/media/F9xETCCbQAAgCfG.jpg
https://pbs.twimg.com/media/F9xETB9bkAATzJw.jpg",ハッピーハロウィン🧸🎀❤️ ,https://x.com/yamasaki_nana/status/1719324261138289124
1718225030667284886,tweet,2023-10-28,Sat Oct 28 11:15:45 +0000 2023,6,3,104,,"今日のチェキチャ急遽中止になってしまい申し訳ありません。
もう元気なのでご心配なくです…！
またみんなとお話できるの楽しみにしてます(* ॑꒳ ॑*)",https://x.com/yamasaki_nana/status/1718225030667284886
1717904729366561252,reply,2023-10-27,Fri Oct 27 14:02:59 +0000 2023,0,0,38,,@kawabata__yu かわちい,https://x.com/yamasaki_nana/status/1717904729366561252
1717904660861001846,tweet,2023-10-27,Fri Oct 27 14:02:42 +0000 2023,4,3,126,,"レベルアップ！の振り入れしてきた〜💪絶対明日筋肉痛だ〜〜〜
ゆうちゃん、赤ちゃんがドタバタしてるみたいでかわいかった👶",https://x.com/yamasaki_nana/status/1717904660861001846
1717546914500264323,tweet,2023-10-26,Thu Oct 26 14:21:09 +0000 2023,3,3,62,,#虹コン食欲ツアー 大阪、名古屋公演は特典会ありです💪楽しみ〜！,https://x.com/yamasaki_nana/status/1717546914500264323
1717170096349888669,reply,2023-10-25,Wed Oct 25 13:23:49 +0000 2023,0,0,42,,@kawabata__yu うれちいかわちいにあってる,https://x.com/yamasaki_nana/status/1717170096349888669
1717169926824481070,tweet,2023-10-25,Wed Oct 25 13:23:08 +0000 2023,1,9,189,,"ゆうちゃんが私の衣装着てくれている…🥹
めっっっかわ……………🥲🩵",https://x.com/yamasaki_nana/status/1717169926824481070
1717064982209438134,tweet,2023-10-25,Wed Oct 25 06:26:07 +0000 2023,13,21,319,https://pbs.twimg.com/media/F9Q9f50bAAAhyIa.jpg,"今日19:00〜ハロウィンチェキ販売されます🎃
みゆてんぱいのくまたんになった🧸🎀 ",https://x.com/yamasaki_nana/status/1717064982209438134
1716444270754980105,tweet,2023-10-23,Mon Oct 23 13:19:38 +0000 2023,3,5,104,,"「君のこと好きなのバレてます！？」の振り入れしてきた〜！
あかりん先輩かりん先輩ゆいかちゃんの振り付け！めちゃ可愛い！！
ツアー名古屋で初披露だよう〜☺️☺️",https://x.com/yamasaki_nana/status/1716444270754980105
1716007602147180872,tweet,2023-10-22,Sun Oct 22 08:24:28 +0000 2023,1,1,56,,"チェキチャ来てくれた方ありがとう♡
今日顔盛れてたから見てもらえて嬉しかった！まつげがいい感じだった(๑•̀ㅂ•́)و✧",https://x.com/yamasaki_nana/status/1716007602147180872
1715724331341553899,tweet,2023-10-21,Sat Oct 21 13:38:51 +0000 2023,2,2,90,,"1/10(水)Zepp Hanedaにて
 #マイレージラブツアー 追加公演が決定しました✈️
会いたい会いたいー(´；ω；｀)🩵",https://x.com/yamasaki_nana/status/1715724331341553899
1715381753161167178,tweet,2023-10-20,Fri Oct 20 14:57:34 +0000 2023,5,17,313,https://pbs.twimg.com/media/F85Cm-DakAAchMo.jpg,"「マイレージラブサマー」ANA格納庫で踊ってみたのメイキング映像が公開されたよ✈️
ANAさんのYouTubeチャンネルでみれるよ✈️ぜひみてねー✈️
 ",https://x.com/yamasaki_nana/status/1715381753161167178
1714606152833753091,tweet,2023-10-18,Wed Oct 18 11:35:37 +0000 2023,5,7,100,https://pbs.twimg.com/media/F8uBNLbaMAAr6Ab.jpg,"#gsこえけん 活動報告会本日もありがとうございました！
初めてバイノーラルマイクを使ってASMRをしてみたよ〜👂なんか面白かった笑
後日公開されると思うのでお楽しみに！
次回の生放送は11/21(火)19:30〜です🐑

今日のアーカイブ↓

#gs_ch ",https://x.com/yamasaki_nana/status/1714606152833753091
1714554091756736574,tweet,2023-10-18,Wed Oct 18 08:08:45 +0000 2023,3,3,78,,ANAさんのTikTokに虹コンが登場しています✈️CAさん虹コンかわいい👏,https://x.com/yamasaki_nana/status/1714554091756736574
1713508441300586846,tweet,2023-10-15,Sun Oct 15 10:53:42 +0000 2023,9,17,297,"https://pbs.twimg.com/media/F8eazxeaMAADMpc.jpg
https://pbs.twimg.com/media/F8eazxca4AA-eJa.jpg","#マイレージラブツアー 鳥取公演ありがとうございました😽
鳥取ではありがとうをだんだんって言うらしい！
会いに来てくれてだんだん( * ॑꒳ ॑*)🩷
次の公演は11/11(土) #虹コン食欲ツアー 大阪🐙
眩しくて目あかんかった〜 ",https://x.com/yamasaki_nana/status/1713508441300586846
1713171426180813021,tweet,2023-10-14,Sat Oct 14 12:34:31 +0000 2023,4,2,110,,"キョーリョク・パートナーのライブ映像が公開されたよ😽
大人数ならではの振り付けで壮大でとてもすき！！落ちサビいつも感動する〜
そして落ちサビ歌えてうれぴよだよ😽",https://x.com/yamasaki_nana/status/1713171426180813021
1712821104476348724,tweet,2023-10-13,Fri Oct 13 13:22:28 +0000 2023,2,2,91,,"明後日の #マイレージラブツアー 鳥取公演から新グッズが追加されるよ👏
昨日リハをした🕺
めっっちゃ久々にやる曲もあるんだよ〜！おいら楽しみ！ツアー鳥取たのしもね〜〜",https://x.com/yamasaki_nana/status/1712821104476348724
1710886405550030921,tweet,2023-10-08,Sun Oct 08 05:14:40 +0000 2023,3,2,69,,"チェキチャありがとうだよー！
みんなとお話できてたのしかた( * ॑꒳ ॑*)🩷うれぴよ",https://x.com/yamasaki_nana/status/1710886405550030921
1709505575107846448,tweet,2023-10-04,Wed Oct 04 09:47:44 +0000 2023,4,6,79,,"#コレラジ ありがとうございました！
天使回たのしかった平和だたー👼
次回は11/1です♡次回もきいてね〜！",https://x.com/yamasaki_nana/status/1709505575107846448
1708812075135619387,tweet,2023-10-02,Mon Oct 02 11:52:01 +0000 2023,0,2,98,,"よすぎたーー😭😭見てくださった皆さんありがとうございました！！！
#虹コンは9に止まれない",https://x.com/yamasaki_nana/status/1708812075135619387
1708780544065175711,tweet,2023-10-02,Mon Oct 02 09:46:43 +0000 2023,2,0,69,,みてるかー❕#虹コンは9に止まれない,https://x.com/yamasaki_nana/status/1708780544065175711
1708757542699229288,tweet,2023-10-02,Mon Oct 02 08:15:20 +0000 2023,6,3,119,https://pbs.twimg.com/media/F7a567jbsAAj0q7.jpg,"本日18:30〜WOWOWプラスさんにて #虹コンは9に止まれない 独占放送されます✊
ライブ映像や舞台裏の様子など虹コンをいっぱい見れます♡一緒に見ましょうー！
これはゲネの様子、自分の立ち方ジワ ",https://x.com/yamasaki_nana/status/1708757542699229288
1708439713668108453,tweet,2023-10-01,Sun Oct 01 11:12:23 +0000 2023,3,6,205,"https://pbs.twimg.com/media/F7WY25DacAAYTdi.jpg
https://pbs.twimg.com/media/F7WY25BaoAAoq2q.jpg","#虹コンFCツアー親睦会島根 ありがとうございました॑！
みんなといっぱいお話できたり陶芸したりモルックしたり超楽しかった☺️
参加してくれた私推しありがとう(；▽；)🩵
楽しい2日間だったなあ〜！まだまだツアー楽しもうね♡
#萩石見空港利用拡大促進協議会 ",https://x.com/yamasaki_nana/status/1708439713668108453
1708424639440183545,tweet,2023-10-01,Sun Oct 01 10:12:29 +0000 2023,4,4,140,,"なんと！虹コンが
「#日本モルック協会 公式モルックアンバサダー」に就任させていただくことになりました！✨
モルックの楽しさを沢山の方に知ってもらえるように、私はまだまだですので特訓がんばります(ง •̀_•́)ง
今日もみんなでモルック楽しかったー！
#虹コンモルック部",https://x.com/yamasaki_nana/status/1708424639440183545
1708126367039242417,tweet,2023-09-30,Sat Sep 30 14:27:16 +0000 2023,3,21,368,"https://pbs.twimg.com/media/F7R74CLagAATtcB.jpg
https://pbs.twimg.com/media/F7R74CLaUAAYsjy.jpg",🩵🖤 ,https://x.com/yamasaki_nana/status/1708126367039242417
1708041724172619994,tweet,2023-09-30,Sat Sep 30 08:50:55 +0000 2023,6,10,235,https://pbs.twimg.com/media/F7Qu5KjbQAAboH4.jpg,"#マイレージラブツアー 島根公演ありがとうございました(˙˘˙ ﾐэ)Э
インテリチームでは一発目の地方公演だた！
今回のツアーでは、かっこよ曲とかわよ曲で歌い方を変えたい！がんばるマン

初めましての方も遠征してくれた方も、
会いに来てくれたみんなありがとう🩵
次回の公演は10/15鳥取や〜🐦 ",https://x.com/yamasaki_nana/status/1708041724172619994
1707743136930582841,tweet,2023-09-29,Fri Sep 29 13:04:26 +0000 2023,10,13,311,https://pbs.twimg.com/media/F7MfVG9aUAAFaC9.jpg,"島根ついたー\( ˙▿˙ )/
初島根かも！空港にかっこいいのあった
明日から楽しもねー☺️☺️

明日①21時〜ツアー島根マルシェ
②21:30〜ななちゃんと今月の文通マルチェ♡、出しますです🙇‍♀️

#マイレージラブツアー 
#虹コンFCツアー親睦会島根
#萩石見空港利用拡大推進協議会 ",https://x.com/yamasaki_nana/status/1707743136930582841
1707394108950823359,tweet,2023-09-28,Thu Sep 28 13:57:32 +0000 2023,3,3,79,,"10/2(月)18:30〜WOWOWプラスさんにて 
#虹コンは9に止まれない ライブ&amp;舞台裏の映像が独占放送されます🩵わくわく🎶
一緒にみようねー！！",https://x.com/yamasaki_nana/status/1707394108950823359
1707028978823749957,tweet,2023-09-27,Wed Sep 27 13:46:38 +0000 2023,3,2,79,,"#トレバン ありがとうございました\( ˙▿˙ )/
沢山観覧見にきてくれてて嬉しかったです☺️たのしかった〜！
渋谷クロスFMの安心感！",https://x.com/yamasaki_nana/status/1707028978823749957
1706623945993224572,tweet,2023-09-26,Tue Sep 26 10:57:10 +0000 2023,6,7,138,,"「君がいて良かった！了解です。」MV再投稿されました！
もう見てくれた方もまだ見れてない方もみんないっぱいみてね〜😚

",https://x.com/yamasaki_nana/status/1706623945993224572
1706585851747344674,tweet,2023-09-26,Tue Sep 26 08:25:48 +0000 2023,2,3,70,,"#届けファンファーム シーズン4
10/21(土)のワークショップにまたまた参加します💪是非応募してね〜！
#全農の食の応援団",https://x.com/yamasaki_nana/status/1706585851747344674
